,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_769_2017-09-26_18_03_15.775_302_560.png,Detritus,Y,Y,Y,Y,0.0017738787,4.84E-05,0.000534621,0.004928699,-60.293346,-14.180118,-19.966923,75.317795,-54.463314,-1.8246431,-28.048878,38.891827,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_759_2017-09-16_00_06_14.278_1835_1599.png,Detritus,Y,Y,Y,Y,0.0026518484,5.39E-05,0.0007839395,0.00041415798,-51.70459,-25.312994,-13.03707,80.55964,-20.971851,6.1717453,-53.38264,6.873269,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_687_2017-09-25_18_07_41.978_618_1547.png,Detritus,Y,Y,Y,Y,0.025518406,0.03857755,0.29099444,0.4374074,-35.861546,57.752712,-44.72929,-65.55208,14.306953,40.01943,40.52472,16.545998,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_803_2017-09-16_00_06_14.278_322_1825.png,Detritus,Y,Y,Y,Y,0.0038908122,0.0011910797,0.0016939756,0.00058960286,-71.44475,-51.382664,-49.78073,32.45812,-21.552418,-11.13924,-30.128317,49.062958,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_784_2017-09-30_00_19_26.844_1542_1299.png,Detritus,Y,Y,Y,Y,0.0027180703,0.0017088995,0.00015155191,0.0024221935,-64.16611,-33.025055,-56.673367,-4.404061,-28.071602,-19.904165,-41.983482,17.345968,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_813_2017-09-24_06_02_23.018_925_872.png,Detritus,Y,Y,Y,Y,0.025765138,0.00031118316,0.0064421757,0.017180927,-36.866653,-9.223229,-11.920307,82.988785,-41.529446,-6.866776,-51.898773,33.916576,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_938_2017-09-21_00_08_23.959_1303_1507.png,Detritus,Y,Y,Y,Y,0.05991274,0.029434528,0.14767474,0.23381096,-31.752499,53.9586,-52.659218,-45.956974,-11.092866,39.535583,32.923615,24.985533,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_788_2017-09-25_00_01_52.236_1545_1379.png,Detritus,Y,Y,Y,Y,0.0013985218,0.000728904,9.65E-05,0.0009936327,-59.796673,8.763358,-38.119564,48.914112,-24.669188,14.7875185,-22.241362,60.530956,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_768_2017-09-16_00_06_14.278_1098_68.png,Detritus,Y,Y,Y,Y,0.010364787,0.00049408653,0.000104012186,0.017845413,-46.7865,-33.31484,-29.721283,62.958084,-63.656002,7.5240655,3.710678,69.19108,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_793_2017-09-30_06_04_25.087_62_439.png,Detritus,Y,Y,Y,Y,0.020690363,0.006135361,0.0018554077,0.012849731,-70.40458,-23.29189,-54.19591,10.978112,-46.974182,-3.1936398,-51.25794,3.2340696,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-25_18_07_41.978_1280_1282.png,Detritus,Y,Y,Y,Y,0.011786781,0.004410088,0.0004282015,0.023134282,-67.55028,-6.5809646,-45.698635,40.240234,-24.115328,12.409586,-23.259193,20.517233,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_815_2017-09-26_05_59_54.309_1629_1037.png,Detritus,Y,Y,Y,Y,0.02532586,0.00048790989,0.0005004673,0.004399868,-59.926018,-33.53727,-10.7779665,81.746155,-32.047115,-6.603486,-36.45378,42.72766,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_899_2017-09-23_06_06_47.168_1223_511.png,Detritus,Y,Y,Y,Y,0.09486046,0.040285323,0.0009025787,0.0317204,-20.071224,4.803132,-42.17574,-25.129835,-49.133507,14.087388,7.3727074,38.45871,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_948_2017-09-20_15_36_29.632_733_1789.png,Detritus,Y,Y,Y,Y,0.008523504,0.000649424,0.07579205,0.09815038,-49.98937,-11.497825,-34.316505,48.363884,-6.7934394,-3.934135,-4.8070545,24.125381,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_903_2017-09-20_23_57_16.170_1736_960.png,Detritus,Y,Y,Y,Y,0.018340714,0.00067388185,0.00018552958,0.011944609,-34.898575,-35.741158,-27.743872,54.50538,-55.058582,25.673147,-1.5567213,67.4447,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_773_2017-09-29_12_04_58.884_1392_860.png,Detritus,Y,Y,Y,Y,0.023451002,0.06793964,0.0037128278,0.0005690641,-34.665913,20.374878,-64.67279,3.55641,-67.281525,-11.794506,-16.033676,68.766975,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_774_2017-09-28_00_06_04.294_613_631.png,Detritus,Y,Y,Y,Y,0.012592316,0.004204643,0.011196376,0.12613153,-56.064434,-48.591763,-56.3143,-4.5785336,-17.209993,-17.792898,-51.780067,19.880867,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_762_2017-09-21_18_07_51.879_1367_1074.png,Detritus,Y,Y,Y,Y,0.006204717,0.003969309,0.0009284583,0.012777064,-58.500885,8.702603,-60.908333,-10.571613,-35.90231,27.021433,-1.5593376,30.983511,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_913_2017-09-22_03_57_39.662_854_1204.png,Detritus,Y,Y,Y,Y,0.066632666,0.11064674,0.045342043,0.04407776,-36.432022,63.387405,-38.866405,-64.256226,3.0576317,35.343903,-19.773464,-8.989916,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_797_2017-09-28_18_05_31.581_673_261.png,Detritus,Y,Y,Y,Y,0.024748443,0.058237158,0.00034101855,0.012612829,-44.392853,-27.618446,-39.094215,-29.000551,-35.530067,18.620663,-32.71869,24.122547,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_966_2017-09-20_18_01_09.974_1184_1568.png,Detritus,Y,Y,Y,Y,0.011113494,0.034997206,0.0150628975,0.19773933,-41.697033,46.46851,-58.747665,-17.75004,17.765997,29.371178,6.94083,-10.900843,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_788_2017-09-24_00_06_17.008_1831_1289.png,Detritus,Y,Y,Y,Y,0.0031398362,0.0006145168,0.002138202,0.011357864,-66.1164,-50.845253,-40.627823,49.776352,-33.578472,-15.322886,-43.9968,17.077055,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_758_2017-09-29_05_57_44.317_350_1594.png,Detritus,Y,Y,Y,Y,0.02941194,0.083819225,0.00018768483,0.032906134,-55.95553,-48.93076,-39.064793,-59.320557,-63.080612,0.19757882,-41.123432,23.882748,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_761_2017-09-24_11_58_30.642_0_404.png,Detritus,Y,Y,Y,Y,0.029266795,0.0001944466,0.000695186,0.007883216,-28.223001,-5.9857974,-28.79974,65.810326,-59.66132,-13.954384,13.733032,43.794792,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_797_2017-09-20_23_57_16.170_654_1174.png,Detritus,Y,Y,Y,Y,0.010155244,0.00027956493,0.005191513,0.010873247,-46.43278,-10.365392,-31.380749,50.280502,-42.45932,3.6189682,-51.284718,14.898696,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_767_2017-09-22_18_03_26.967_661_788.png,Detritus,Y,Y,Y,Y,0.0014093355,0.005408123,4.95E-05,0.0032986198,-58.858246,-8.100147,-17.686844,81.01882,-35.47508,14.790809,-27.00405,61.1328,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-30_00_19_26.844_1510_752.png,Detritus,Y,Y,Y,Y,0.02004801,0.0007816837,0.0014661917,0.013222934,-61.82151,-17.89026,-6.953074,75.35779,-21.63186,8.530061,-21.599398,47.387756,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_783_2017-09-30_06_04_25.087_1009_1142.png,Detritus,Y,Y,Y,Y,0.0012258599,0.0014137662,0.00022191476,0.015840752,-65.500656,-44.309452,-26.161013,65.38347,-58.501522,-3.3108191,-13.324377,57.71536,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_797_2017-09-30_00_19_26.844_1797_123.png,Detritus,Y,Y,Y,Y,0.0077500604,0.0004707084,0.0024139476,0.005033395,-60.821632,-28.834673,-36.578777,58.191536,-62.542828,1.6799854,-27.091103,31.998383,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_898_2017-09-23_06_06_47.168_742_201.png,Detritus,Y,Y,Y,Y,0.055238057,0.012308667,0.010940784,0.07371979,-29.153849,-23.047022,-56.630642,-17.293262,-17.53899,-0.593646,-34.69053,5.887757,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_813_2017-09-21_18_07_51.879_1758_1252.png,Detritus,Y,Y,Y,Y,0.0018391265,0.00025228318,3.03E-05,0.0044138483,-66.73015,-21.059708,-34.850212,36.334854,-56.25728,-10.986778,-48.392334,19.420305,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_781_2017-09-29_18_01_05.556_146_275.png,Detritus,Y,Y,Y,Y,0.0057817013,0.008161315,0.0002735659,0.0033256032,-60.768993,-15.788682,-56.596233,0.4985177,-30.808456,10.16609,-31.04285,41.352966,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_900_2017-09-21_00_08_23.959_1770_4.png,Detritus,Y,Y,Y,Y,0.39125487,0.3860975,0.13208498,0.123982,-18.7253,-0.42873752,-23.190077,-53.206497,-7.619292,-8.539642,14.931609,-12.610349,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_896_2017-09-21_00_08_23.959_118_1733.png,Detritus,Y,Y,Y,Y,0.010154391,0.017597143,0.0014221335,0.037808396,-35.44012,-29.236729,-49.678383,0.8538351,-63.149055,5.5628185,-1.9062012,61.213894,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_759_2017-09-22_06_00_04.648_47_1654.png,Detritus,Y,Y,Y,Y,0.0015632996,0.031107608,0.0005961046,0.01756447,-66.76913,-52.10784,-53.365116,-2.8647768,-22.20668,-9.214059,-44.336613,4.676876,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_949_2017-09-21_00_08_23.959_1260_1402.png,Detritus,Y,Y,Y,Y,0.09002832,0.0032518592,0.0023244072,0.0072892564,-33.19902,3.9745946,-57.869762,-5.1660724,-59.291054,11.910937,6.3432417,64.89737,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_630_2017-09-30_00_19_26.844_1649_801.png,Detritus,Y,Y,Y,Y,0.024939159,0.11895406,0.0075787073,0.14139344,-44.86013,46.933685,-42.29915,-58.225025,7.645118,36.516376,-13.133299,-11.900969,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_955_2017-09-20_18_01_09.974_1023_1035.png,Detritus,Y,Y,Y,Y,0.4928377,0.1432668,0.059823643,0.3860811,-31.697971,37.841835,-51.89803,-56.69368,-0.39402333,25.151829,6.5914135,-11.358718,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-25_00_01_52.236_0_177.png,Detritus,Y,Y,Y,Y,0.0020982977,0.10328891,0.006906706,0.013181908,-41.786835,71.12148,-45.015682,-64.682884,8.595714,38.996128,-16.930487,-10.367639,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_629_2017-09-22_03_57_39.662_687_341.png,Detritus,Y,Y,Y,Y,0.14109625,0.0063506733,0.19948651,0.21554646,-32.96556,35.30182,-63.772038,-11.938451,-31.317722,34.673496,15.252742,33.251495,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_812_2017-09-22_03_57_39.662_722_1831.png,Detritus,Y,Y,Y,Y,0.0034692097,0.0011878269,0.0034234636,0.0023802854,-67.657684,-33.853157,-39.642376,31.288078,-43.60229,16.021517,-14.589125,23.774414,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_814_2017-09-22_03_57_39.662_1929_1310.png,Detritus,Y,Y,Y,Y,0.005064475,0.0033012782,0.0005049986,0.002677176,-73.01135,-33.26412,-50.488354,22.847113,-28.048426,3.9411812,-57.42704,1.7616647,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_687_2017-09-26_00_03_48.042_403_326.png,Detritus,Y,Y,Y,Y,0.029565869,0.045873698,0.0061312513,0.042377003,-43.889156,17.014824,-51.999485,-39.077213,-15.660571,10.576371,-23.218699,24.182114,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_811_2017-09-21_18_07_51.879_333_382.png,Detritus,Y,Y,Y,Y,0.028403027,0.0043249778,0.000773856,0.011115109,-68.80551,-6.214897,-42.744053,48.265644,-52.332375,14.515192,7.6388917,66.13132,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_638_2017-09-21_00_08_23.959_531_1366.png,Detritus,Y,Y,Y,Y,0.009702734,0.00025863468,0.0063323504,0.008944834,-37.575054,-18.542276,-35.83417,52.7516,-42.3434,-23.110289,17.650097,49.141773,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_685_2017-09-29_12_04_58.884_1060_1112.png,Detritus,Y,Y,Y,Y,0.038297623,0.049014136,0.019346949,0.21649212,-30.69405,3.4977531,-45.09999,-40.80316,-48.9939,14.049824,-33.790184,2.8069825,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-21_18_07_51.879_904_1001.png,Detritus,Y,Y,Y,Y,0.019533558,0.0062889187,0.03709586,0.25971237,-36.739937,-18.287327,-57.24798,-7.744268,0.3813021,10.085894,-10.686012,42.461205,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_636_2017-09-29_00_01_37.713_1626_298.png,Detritus,Y,Y,Y,Y,0.030381024,0.0008984237,0.00054192095,0.12211406,-62.900322,5.897836,-29.800007,54.991364,-44.68072,31.479897,25.450706,42.45678,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-27_05_55_28.248_111_1769.png,Detritus,Y,Y,Y,Y,0.028094051,0.008328041,0.009552638,0.016518507,-45.96814,6.3886952,-52.37584,23.321686,-22.151072,5.545909,-13.869398,26.807467,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_822_2017-09-25_00_01_52.236_1691_1963.png,Detritus,Y,Y,Y,Y,0.0019316862,0.011724157,0.003067449,0.015513091,-70.36877,-55.097687,-56.791924,-44.54402,-44.937775,-2.9937377,-39.806496,15.994411,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_815_2017-09-22_03_57_39.662_1660_1212.png,Detritus,Y,Y,Y,Y,0.0041022077,0.00028669415,0.0001299769,0.005183641,-76.13037,-19.426352,-16.762943,76.129326,-58.20141,7.2190995,-15.992628,50.878178,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_794_2017-09-22_18_03_26.967_0_287.png,Detritus,Y,Y,Y,Y,0.011118872,0.00091108633,0.069722086,0.48605424,-49.701954,-48.561466,-45.42702,36.490387,-16.562244,-2.0705378,-37.107254,-0.09086395,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_951_2017-09-21_06_04_30.013_0_1367.png,Detritus,Y,Y,Y,Y,0.10175483,0.12406218,0.008850663,0.11894267,-26.690277,-7.2298484,-31.362726,-53.38803,-13.438537,3.9802644,-37.022022,-17.374628,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_773_2017-09-23_00_10_41.055_0_1136.png,Detritus,Y,Y,Y,Y,0.0056875055,0.0001757196,7.15E-05,0.0052507906,-55.650692,-16.933624,-16.241732,78.65137,-51.278194,1.0098538,-47.949192,20.064999,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_783_2017-09-26_00_03_48.042_862_139.png,Detritus,Y,Y,Y,Y,0.020134248,0.00053893204,0.00014182836,0.0017313474,-33.67069,6.0020914,-0.77836657,89.99356,-57.381298,8.759418,-35.034107,38.556377,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_904_2017-09-20_18_01_09.974_571_412.png,Detritus,Y,Y,Y,Y,0.3735729,0.20728038,0.14217198,0.23391815,-32.744736,35.755177,-35.203827,-62.172356,-5.897586,28.682438,16.894363,-12.657962,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_634_2017-09-30_00_19_26.844_478_1990.png,Detritus,Y,Y,Y,Y,0.0024961247,0.005613442,0.0030925148,0.07234326,-50.447727,-24.006193,-47.995243,15.839905,-32.922405,0.8447227,-47.491966,-10.988887,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_379_2017-09-21_20_54_47.206_1273_1110.png,Detritus,Y,Y,Y,Y,0.050107695,0.0029365697,0.006566246,0.022690296,-13.63288,7.5236416,-40.71331,28.37706,-65.911896,9.789931,2.1026886,71.477844,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_921_2017-09-20_23_57_16.170_1728_917.png,Detritus,Y,Y,Y,Y,0.0517419,0.0010107283,0.0077959686,0.0060524973,-23.784788,-13.355675,-41.46145,44.112823,-24.37527,-14.389187,-49.350014,35.491436,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_773_2017-09-30_17_56_38.342_0_1448.png,Detritus,Y,Y,Y,Y,0.0013152505,5.58E-05,0.0030505327,0.0024345997,-52.43286,-44.087124,-42.368736,50.67664,-41.417583,2.8779552,0.24995212,61.68183,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-27_00_10_30.061_1934_867.png,Detritus,Y,Y,Y,Y,0.03295736,0.009030024,0.021775346,0.09921668,-39.49119,55.041786,-54.084026,-40.81762,2.004451,28.481964,0.6221084,0.15441065,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_806_2017-09-30_17_56_38.342_320_172.png,Detritus,Y,Y,Y,Y,0.009849345,0.020863224,0.0269939,0.21795622,-61.378727,-50.395687,-60.13366,-0.31039387,-16.596342,-8.354321,-23.265392,49.373158,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-27_00_10_30.061_965_1943.png,Detritus,Y,Y,Y,Y,0.014614854,0.42097068,0.002897052,0.15212011,-79.24042,-16.029097,-26.951954,-47.22969,-25.125767,4.39718,-37.836353,-11.323915,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_632_2017-09-26_00_03_48.042_0_1139.png,Detritus,Y,Y,Y,Y,0.003185759,0.03505174,0.005277687,0.015269399,-40.312912,68.66889,-56.84266,-48.948315,-1.6891689,18.20875,4.727154,6.2403393,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_924_2017-09-20_23_57_16.170_688_1736.png,Detritus,Y,Y,Y,Y,0.09060237,0.3189259,0.011993968,0.09023027,-22.547478,-14.691748,-42.01543,-30.443325,-32.27807,-0.3276098,-38.919632,-0.78930986,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-24_00_06_17.008_1891_1870.png,Detritus,Y,Y,Y,Y,0.007187566,0.025515951,0.001389483,0.012689151,-49.30755,1.0714736,-44.973213,-24.909859,-52.731735,9.551415,-9.642573,29.321163,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-30_00_19_26.844_976_201.png,Detritus,Y,Y,Y,Y,0.028040411,0.0053992327,0.0064178905,0.08816501,-50.445164,-27.221518,-49.73331,38.088963,-36.214413,-17.831072,-16.442076,46.339504,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_791_2017-09-30_00_19_26.844_35_168.png,Detritus,Y,Y,Y,Y,0.021285266,0.022756383,0.009259952,0.028988194,-37.761585,-37.95851,-46.913605,-6.2483063,-51.816658,-7.5390043,-39.11862,63.642002,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_818_2017-09-22_03_57_39.662_1352_1902.png,Detritus,Y,Y,Y,Y,0.16434321,0.19793151,0.017945938,0.018004922,-64.092125,-7.477061,-36.24299,-39.22484,-20.525635,0.87743825,-39.372818,-11.914846,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_797_2017-09-21_18_07_51.879_808_1539.png,Detritus,Y,Y,Y,Y,0.0066692787,0.0005513608,0.00015397088,0.012904829,-77.55679,-16.231216,-25.480698,75.89293,-35.496025,12.535886,-36.446877,11.164644,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-30_17_56_38.342_685_1692.png,Detritus,Y,Y,Y,Y,0.13467205,0.17083031,0.04576787,0.31365013,-36.521194,42.974945,-44.64581,-54.041763,1.1040437,18.87583,-5.2075486,-0.8699899,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_925_2017-09-22_18_03_26.967_910_996.png,Detritus,Y,Y,Y,Y,0.019876428,0.029148335,0.057643432,0.38921487,-49.754726,30.641527,-50.920776,-29.617098,-64.62534,-6.253914,13.338883,34.348938,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_822_2017-09-22_06_00_04.648_1449_788.png,Detritus,Y,Y,Y,Y,0.0010545312,0.0021669,0.00013944287,0.003811064,-54.009212,-37.930744,-31.930794,50.62779,-53.333725,-2.8431203,-29.144934,38.2792,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-25_18_07_41.978_1384_1738.png,Detritus,Y,Y,Y,Y,0.09998989,0.004042512,0.0016970418,0.13824575,-33.812973,34.387463,-43.50594,14.264577,-10.25793,16.5659,-15.87635,46.17832,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_636_2017-09-25_18_07_41.978_81_479.png,Detritus,Y,Y,Y,Y,0.06924582,0.011132071,0.001559077,0.04142626,-53.368874,13.744787,-62.6312,-5.656629,-25.358654,28.833422,-22.592516,54.34698,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_687_2017-09-29_00_01_37.713_1654_807.png,Detritus,Y,Y,Y,Y,0.084058985,0.11502021,0.0025828725,0.007473147,-27.940132,-11.539501,-37.165607,-45.47656,-43.985676,-14.766865,-24.836275,67.21147,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_771_2017-09-21_00_08_23.959_345_154.png,Detritus,Y,Y,Y,Y,0.0044019367,0.0015604012,0.00025949918,0.0071429987,-62.668156,-14.349097,-26.65845,76.10859,-47.21981,18.407532,-40.64168,51.507183,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_820_2017-09-20_23_57_16.170_1185_711.png,Detritus,Y,Y,Y,Y,0.010839926,0.00034603203,0.00012809134,0.011196662,-59.215572,-4.476914,-37.080826,45.493298,-56.22274,-8.672009,1.8573291,44.430794,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_906_2017-09-22_03_57_39.662_286_429.png,Detritus,Y,Y,Y,Y,0.017074367,0.029072013,0.013004322,0.008633723,-37.042553,-19.124105,-54.04342,-20.754585,-15.179908,-8.976581,-28.76206,56.896626,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_758_2017-09-30_17_56_38.342_701_54.png,Detritus,Y,Y,Y,Y,0.0032806182,0.0007636317,0.00074157683,0.003621565,-51.747036,-34.10867,-37.391315,50.991676,-33.326305,-7.9940057,-35.48988,45.272167,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_913_2017-09-22_03_57_39.662_1739_1608.png,Detritus,Y,Y,Y,Y,0.0016905473,0.000795523,0.007844569,0.063401535,-65.80005,-38.21744,-52.831593,24.958035,-43.53453,15.600172,-27.149359,36.734962,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_962_2017-09-21_06_04_30.013_430_1925.png,Detritus,Y,Y,Y,Y,0.030943004,0.15629806,0.0014078666,0.05734232,-38.85025,52.762257,-48.33838,-47.459126,3.327465,16.593855,-39.306282,-17.30887,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_818_2017-09-20_23_57_16.170_1643_1010.png,Detritus,Y,Y,Y,Y,0.003996231,0.065213725,0.10245499,0.025831703,-45.267044,-40.845352,-43.745514,-9.755488,-36.868332,1.8178068,-48.677116,13.629663,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_781_2017-09-29_18_01_05.556_1402_1265.png,Detritus,Y,Y,Y,Y,0.007891379,0.0041747894,0.0024822154,0.0077286866,-66.92264,-36.27271,-56.80143,6.8094397,-38.558517,-20.884922,-24.45331,23.404572,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-30_06_04_25.087_1525_1552.png,Detritus,Y,Y,Y,Y,0.023150742,0.00020938319,0.0031075294,0.02302349,-36.623894,4.553958,-48.216682,46.543133,-35.217697,33.24203,-23.433954,62.5215,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_769_2017-09-24_00_06_17.008_231_249.png,Detritus,Y,Y,Y,Y,0.00358116,3.37E-05,6.49E-05,0.0021395443,-59.775055,-12.6525545,-9.408951,86.220985,-27.901333,6.0318,-52.534836,2.356768,0
